AssetID,Asset Name,AssetSerial,Color,StandardCost,ListPrice,Size,ModifiedDate
12448,Asset 12448,254,0,$561.00 ,,31-03-2012 00:00,
12449,Asset 12449,257,0,$473.00 ,,31-03-2012 00:00,
12450,Asset 12450,261,0,$43.00 ,,31-03-2012 00:00,
12451,Asset 12451,251,0,$327.00 ,,31-03-2012 00:00,
12452,Asset 12452,253,0,$627.00 ,,31-03-2012 00:00,
12453,Asset 12453,259,0,$935.00 ,,31-03-2012 00:00,
12454,Asset 12454,260,0,$264.00 ,,31-03-2012 00:00,
12455,Asset 12455,258,0,$226.00 ,,31-03-2012 00:00,
12456,Asset 12456,250,2,$699.00 ,,30-03-2012 00:00,
12457,Asset 12457,257,0,$525.00 ,,30-03-2012 00:00,
12458,Asset 12458,261,0,$325.00 ,,30-03-2012 00:00,
12459,Asset 12459,251,0,$449.00 ,,30-03-2012 00:00,
12460,Asset 12460,253,0,$526.00 ,,30-03-2012 00:00,
12461,Asset 12461,255,0,$998.00 ,,30-03-2012 00:00,
12462,Asset 12462,256,0,$368.00 ,,30-03-2012 00:00,
12463,Asset 12463,259,0,$290.00 ,,30-03-2012 00:00,
12464,Asset 12464,260,0,$592.00 ,,30-03-2012 00:00,
12465,Asset 12465,258,0,$497.00 ,,30-03-2012 00:00,
12466,Asset 12466,254,0,$662.00 ,,30-03-2012 00:00,
12467,Asset 12467,257,0,$804.00 ,,30-03-2012 00:00,
12468,Asset 12468,261,0,$677.00 ,,31-03-2012 00:00,
12469,Asset 12469,251,0,$308.00 ,,31-03-2012 00:00,
12470,Asset 12470,253,0,$968.00 ,,30-03-2012 00:00,
12471,Asset 12471,255,0,$613.00 ,,30-03-2012 00:00,
12472,Asset 12472,256,0,$975.00 ,,30-03-2012 00:00,
12473,Asset 12473,259,0,$309.00 ,,30-03-2012 00:00,
12474,Asset 12474,250,0,$856.00 ,,04-04-2012 00:00,
12475,Asset 12475,258,0,$144.00 ,,04-04-2012 00:00,
12476,Asset 12476,254,0,$749.00 ,,04-04-2012 00:00,
12477,Asset 12477,257,0,$665.00 ,,04-04-2012 00:00,
12478,Asset 12478,261,0,$378.00 ,,04-04-2012 00:00,
12479,Asset 12479,251,0,$510.00 ,,04-04-2012 00:00,
12480,Asset 12480,253,0,$170.00 ,,31-03-2012 00:00,
12481,Asset 12481,255,0,$89.00 ,,31-03-2012 00:00,
12482,Asset 12482,256,0,$307.00 ,,31-03-2012 00:00,
12483,Asset 12483,259,0,$592.00 ,,04-04-2012 00:00,
12484,Asset 12484,260,0,$519.00 ,,04-04-2012 00:00,
12485,Asset 12485,250,0,$311.00 ,,04-04-2012 00:00,
12486,Asset 12486,254,0,$896.00 ,,04-04-2012 00:00,
12487,Asset 12487,257,0,$117.00 ,,04-04-2012 00:00,
12488,Asset 12488,261,0,$862.00 ,,04-04-2012 00:00,
12489,Asset 12489,251,0,$931.00 ,,04-04-2012 00:00,
12490,Asset 12490,253,0,$897.00 ,,04-04-2012 00:00,
12491,Asset 12491,255,0,$298.00 ,,04-04-2012 00:00,
12492,Asset 12492,256,0,$546.00 ,,04-04-2012 00:00,
12493,Asset 12493,259,0,$693.00 ,,04-04-2012 00:00,
12494,Asset 12494,260,0,$513.00 ,,04-04-2012 00:00,
12495,Asset 12495,258,0,$936.00 ,,04-04-2012 00:00,
12496,Asset 12496,254,0,$918.00 ,,04-04-2012 00:00,
12497,Asset 12497,257,0,$90.00 ,,04-04-2012 00:00,
12498,Asset 12498,261,0,$49.00 ,,04-04-2012 00:00,
12499,Asset 12499,251,0,$617.00 ,,04-04-2012 00:00,
12500,Asset 12500,253,0,$555.00 ,,31-03-2012 00:00,
12501,Asset 12501,255,0,$767.00 ,,31-03-2012 00:00,
12502,Asset 12502,256,0,$765.00 ,,31-03-2012 00:00,
12503,Asset 12503,252,0,$346.00 ,,31-03-2012 00:00,
12504,Asset 12504,260,0,$761.00 ,,31-03-2012 00:00,
12505,Asset 12505,258,0,$183.00 ,,31-03-2012 00:00,
12506,Asset 12506,254,0,$192.00 ,,31-03-2012 00:00,
12507,Asset 12507,257,0,$248.00 ,,31-03-2012 00:00,
12508,Asset 12508,261,0,$145.00 ,,31-03-2012 00:00,
12509,Asset 12509,250,0,$743.00 ,,31-03-2012 00:00,
12510,Asset 12510,253,0,$613.00 ,,31-03-2012 00:00,
12511,Asset 12511,255,0,$902.00 ,,31-03-2012 00:00,
12512,Asset 12512,256,0,$633.00 ,,31-03-2012 00:00,
12513,Asset 12513,259,0,$18.00 ,,04-04-2012 00:00,
12514,Asset 12514,260,0,$16.00 ,,04-04-2012 00:00,
12515,Asset 12515,258,0,$602.00 ,,31-03-2012 00:00,
12516,Asset 12516,254,0,$288.00 ,,31-03-2012 00:00,
12517,Asset 12517,252,0,$342.00 ,,31-03-2012 00:00,
12518,Asset 12518,261,0,$822.00 ,,31-03-2012 00:00,
12519,Asset 12519,251,0,$204.00 ,,02-04-2012 00:00,
12520,Asset 12520,253,0,$455.00 ,,02-04-2012 00:00,
12521,Asset 12521,255,0,$53.00 ,,02-04-2012 00:00,
12522,Asset 12522,256,0,$512.00 ,,02-04-2012 00:00,
12523,Asset 12523,259,0,$102.00 ,,02-04-2012 00:00,
12524,Asset 12524,260,0,$273.00 ,,02-04-2012 00:00,
12525,Asset 12525,258,0,$357.00 ,,02-04-2012 00:00,
12526,Asset 12526,254,0,$737.00 ,,02-04-2012 00:00,
12527,Asset 12527,257,0,$848.00 ,,02-04-2012 00:00,
12528,Asset 12528,261,0,$975.00 ,,02-04-2012 00:00,
12529,Asset 12529,251,0,$347.00 ,,02-04-2012 00:00,
12530,Asset 12530,253,0,$229.00 ,,01-04-2012 00:00,
12531,Asset 12531,255,0,$820.00 ,,01-04-2012 00:00,
12532,Asset 12532,256,0,$525.00 ,,01-04-2012 00:00,
12533,Asset 12533,259,0,$968.00 ,,01-04-2012 00:00,
12534,Asset 12534,260,0,$224.00 ,,01-04-2012 00:00,
12535,Asset 12535,258,0,$918.00 ,,01-04-2012 00:00,
12536,Asset 12536,254,0,$49.00 ,,01-04-2012 00:00,
12537,Asset 12537,257,0,$957.00 ,,01-04-2012 00:00,
12538,Asset 12538,261,0,$250.00 ,,02-04-2012 00:00,
12539,Asset 12539,251,0,$888.00 ,,02-04-2012 00:00,
12540,Asset 12540,253,0,$925.00 ,,02-04-2012 00:00,
12541,Asset 12541,252,0,$479.00 ,,02-04-2012 00:00,
12542,Asset 12542,256,0,$901.00 ,,02-04-2012 00:00,
12543,Asset 12543,259,0,$92.00 ,,02-04-2012 00:00,
12544,Asset 12544,260,0,$99.00 ,,02-04-2012 00:00,
12545,Asset 12545,258,0,$285.00 ,,02-04-2012 00:00,
12546,Asset 12546,254,0,$627.00 ,,02-04-2012 00:00,
12547,Asset 12547,257,0,$129.00 ,,02-04-2012 00:00,
12548,Asset 12548,261,0,$773.00 ,,02-04-2012 00:00,
12549,Asset 12549,251,0,$676.00 ,,02-04-2012 00:00,
12550,Asset 12550,253,0,$649.00 ,,02-04-2012 00:00,
12551,Asset 12551,255,0,$531.00 ,,02-04-2012 00:00,
12552,Asset 12552,252,0,$930.00 ,,02-04-2012 00:00,
12553,Asset 12553,259,0,$14.00 ,,02-04-2012 00:00,
12554,Asset 12554,260,0,$593.00 ,,02-04-2012 00:00,
12555,Asset 12555,258,0,$448.00 ,,01-04-2012 00:00,
12556,Asset 12556,250,0,$483.00 ,,01-04-2012 00:00,
12557,Asset 12557,257,0,$883.00 ,,01-04-2012 00:00,
12558,Asset 12558,261,0,$524.00 ,,01-04-2012 00:00,
12559,Asset 12559,251,0,$747.00 ,,01-04-2012 00:00,
12560,Asset 12560,253,0,$641.00 ,,01-04-2012 00:00,
12561,Asset 12561,255,0,$243.00 ,,01-04-2012 00:00,
12562,Asset 12562,256,0,$247.00 ,,01-04-2012 00:00,
12563,Asset 12563,259,0,$829.00 ,,01-04-2012 00:00,
12564,Asset 12564,260,0,$818.00 ,,01-04-2012 00:00,
12565,Asset 12565,258,0,$36.00 ,,01-04-2012 00:00,
12566,Asset 12566,254,0,$201.00 ,,01-04-2012 00:00,
12567,Asset 12567,257,0,$475.00 ,,01-04-2012 00:00,
12568,Asset 12568,261,0,$207.00 ,,02-04-2012 00:00,
12569,Asset 12569,251,0,$70.00 ,,02-04-2012 00:00,
12570,Asset 12570,253,0,$23.00 ,,01-04-2012 00:00,
12571,Asset 12571,255,0,$260.00 ,,01-04-2012 00:00,
12572,Asset 12572,256,0,$853.00 ,,01-04-2012 00:00,
12573,Asset 12573,255,0,$50.00 ,,01-04-2012 00:00,
12574,Asset 12574,256,0,$241.00 ,,08-04-2012 00:00,
12575,Asset 12575,259,0,$440.00 ,,08-04-2012 00:00,
12576,Asset 12576,260,0,$333.00 ,,08-04-2012 00:00,
12577,Asset 12577,259,0,$453.00 ,,08-04-2012 00:00,
12578,Asset 12578,250,0,$507.00 ,,08-04-2012 00:00,
12579,Asset 12579,258,0,$933.00 ,,08-04-2012 00:00,
12580,Asset 12580,254,0,$39.00 ,,08-04-2012 00:00,
12581,Asset 12581,257,0,$357.00 ,,08-04-2012 00:00,
12582,Asset 12582,261,0,$137.00 ,,02-04-2012 00:00,
12583,Asset 12583,251,0,$782.00 ,,02-04-2012 00:00,
12584,Asset 12584,253,0,$727.00 ,,02-04-2012 00:00,
12585,Asset 12585,255,0,$848.00 ,,02-04-2012 00:00,
12586,Asset 12586,256,0,$62.00 ,,08-04-2012 00:00,
12587,Asset 12587,259,0,$611.00 ,,08-04-2012 00:00,
12588,Asset 12588,260,0,$676.00 ,,08-04-2012 00:00,
12589,Asset 12589,250,0,$143.00 ,,08-04-2012 00:00,
12590,Asset 12590,254,0,$100.00 ,,08-04-2012 00:00,
12591,Asset 12591,257,0,$161.00 ,,08-04-2012 00:00,
12592,Asset 12592,261,0,$18.00 ,,08-04-2012 00:00,
12593,Asset 12593,251,0,$545.00 ,,08-04-2012 00:00,
12594,Asset 12594,253,0,$891.00 ,,08-04-2012 00:00,
12595,Asset 12595,255,0,$288.00 ,,08-04-2012 00:00,
12596,Asset 12596,256,0,$662.00 ,,08-04-2012 00:00,
12597,Asset 12597,259,0,$610.00 ,,08-04-2012 00:00,
12598,Asset 12598,260,0,$707.00 ,,08-04-2012 00:00,
12599,Asset 12599,258,0,$854.00 ,,08-04-2012 00:00,
12600,Asset 12600,254,0,$665.00 ,,08-04-2012 00:00,
12601,Asset 12601,257,0,$467.00 ,,08-04-2012 00:00,
12602,Asset 12602,261,0,$730.00 ,,08-04-2012 00:00,
12603,Asset 12603,251,0,$288.00 ,,08-04-2012 00:00,
12604,Asset 12604,253,0,$872.00 ,,02-04-2012 00:00,
12605,Asset 12605,255,0,$568.00 ,,02-04-2012 00:00,
12606,Asset 12606,256,0,$56.00 ,,02-04-2012 00:00,
12607,Asset 12607,252,0,$963.00 ,,02-04-2012 00:00,
12608,Asset 12608,260,0,$315.00 ,,02-04-2012 00:00,
12609,Asset 12609,258,0,$152.00 ,,02-04-2012 00:00,
12610,Asset 12610,254,0,$638.00 ,,02-04-2012 00:00,
12611,Asset 12611,257,0,$435.00 ,,02-04-2012 00:00,
12612,Asset 12612,261,0,$978.00 ,,02-04-2012 00:00,
12613,Asset 12613,250,0,$254.00 ,,02-04-2012 00:00,
12614,Asset 12614,253,0,$517.00 ,,02-04-2012 00:00,
12615,Asset 12615,255,0,$31.00 ,,02-04-2012 00:00,
12616,Asset 12616,256,0,$745.00 ,,02-04-2012 00:00,
12617,Asset 12617,259,0,$872.00 ,,08-04-2012 00:00,
12618,Asset 12618,260,0,$897.00 ,,08-04-2012 00:00,
12619,Asset 12619,258,0,$270.00 ,,02-04-2012 00:00,
12620,Asset 12620,254,0,$888.00 ,,02-04-2012 00:00,
12621,Asset 12621,252,0,$173.00 ,,02-04-2012 00:00,
12622,Asset 12622,261,0,$44.00 ,,02-04-2012 00:00,
12623,Asset 12623,251,0,$442.00 ,,04-04-2012 00:00,
12624,Asset 12624,253,0,$734.00 ,,04-04-2012 00:00,
12625,Asset 12625,255,0,$546.00 ,,04-04-2012 00:00,
12626,Asset 12626,256,0,$578.00 ,,04-04-2012 00:00,
12627,Asset 12627,259,0,$5.00 ,,04-04-2012 00:00,
12628,Asset 12628,260,0,$516.00 ,,03-04-2012 00:00,
12629,Asset 12629,258,0,$637.00 ,,03-04-2012 00:00,
12630,Asset 12630,254,0,$282.00 ,,04-04-2012 00:00,
12631,Asset 12631,257,0,$608.00 ,,04-04-2012 00:00,
12632,Asset 12632,261,0,$257.00 ,,04-04-2012 00:00,
12633,Asset 12633,251,0,$76.00 ,,04-04-2012 00:00,
12634,Asset 12634,253,0,$367.00 ,,04-04-2012 00:00,
12635,Asset 12635,255,0,$29.00 ,,04-04-2012 00:00,
12636,Asset 12636,256,0,$371.00 ,,04-04-2012 00:00,
12637,Asset 12637,259,0,$541.00 ,,04-04-2012 00:00,
12638,Asset 12638,260,0,$814.00 ,,04-04-2012 00:00,
12639,Asset 12639,258,0,$45.00 ,,04-04-2012 00:00,
12640,Asset 12640,254,0,$728.00 ,,04-04-2012 00:00,
12641,Asset 12641,257,0,$299.00 ,,04-04-2012 00:00,
12642,Asset 12642,261,0,$284.00 ,,03-04-2012 00:00,
12643,Asset 12643,251,0,$993.00 ,,03-04-2012 00:00,
12644,Asset 12644,253,0,$155.00 ,,03-04-2012 00:00,
12645,Asset 12645,250,0,$473.00 ,,03-04-2012 00:00,
12646,Asset 12646,254,0,$975.00 ,,03-04-2012 00:00,
12647,Asset 12647,257,0,$790.00 ,,03-04-2012 00:00,
12648,Asset 12648,261,0,$642.00 ,,03-04-2012 00:00,
12649,Asset 12649,252,0,$142.00 ,,03-04-2012 00:00,
12650,Asset 12650,256,0,$918.00 ,,03-04-2012 00:00,
12651,Asset 12651,259,0,$564.00 ,,03-04-2012 00:00,
12652,Asset 12652,260,0,$359.00 ,,03-04-2012 00:00,
12653,Asset 12653,258,0,$705.00 ,,03-04-2012 00:00,
12654,Asset 12654,254,0,$48.00 ,,04-04-2012 00:00,
12655,Asset 12655,257,0,$411.00 ,,03-04-2012 00:00,
12656,Asset 12656,261,0,$778.00 ,,03-04-2012 00:00,
12657,Asset 12657,251,0,$5.00 ,,03-04-2012 00:00,
12658,Asset 12658,253,0,$788.00 ,,03-04-2012 00:00,
12659,Asset 12659,255,0,$123.00 ,,12-04-2012 00:00,
12660,Asset 12660,252,0,$499.00 ,,12-04-2012 00:00,
12661,Asset 12661,259,0,$444.00 ,,12-04-2012 00:00,
12662,Asset 12662,260,0,$226.00 ,,12-04-2012 00:00,
12663,Asset 12663,258,0,$598.00 ,,12-04-2012 00:00,
12664,Asset 12664,250,0,$665.00 ,,12-04-2012 00:00,
12665,Asset 12665,257,0,$628.00 ,,12-04-2012 00:00,
12666,Asset 12666,261,0,$642.00 ,,12-04-2012 00:00,
12667,Asset 12667,251,0,$243.00 ,,12-04-2012 00:00,
12668,Asset 12668,253,0,$410.00 ,,04-04-2012 00:00,
12669,Asset 12669,255,0,$617.00 ,,04-04-2012 00:00,
12670,Asset 12670,256,0,$394.00 ,,04-04-2012 00:00,
12671,Asset 12671,259,0,$193.00 ,,04-04-2012 00:00,
12672,Asset 12672,260,0,$377.00 ,,04-04-2012 00:00,
12673,Asset 12673,251,0,$574.00 ,,04-04-2012 00:00,
12674,Asset 12674,253,0,$379.00 ,,12-04-2012 00:00,
12675,Asset 12675,255,0,$748.00 ,,12-04-2012 00:00,
12676,Asset 12676,256,0,$491.00 ,,12-04-2012 00:00,
12677,Asset 12677,258,0,$863.00 ,,12-04-2012 00:00,
12678,Asset 12678,254,0,$93.00 ,,12-04-2012 00:00,
12679,Asset 12679,257,0,$316.00 ,,12-04-2012 00:00,
12680,Asset 12680,261,0,$25.00 ,,12-04-2012 00:00,
12681,Asset 12681,251,0,$738.00 ,,12-04-2012 00:00,
12682,Asset 12682,253,0,$34.00 ,,12-04-2012 00:00,
12683,Asset 12683,255,0,$942.00 ,,12-04-2012 00:00,
12684,Asset 12684,256,0,$279.00 ,,12-04-2012 00:00,
12685,Asset 12685,259,0,$194.00 ,,12-04-2012 00:00,
12686,Asset 12686,250,0,$837.00 ,,12-04-2012 00:00,
12687,Asset 12687,258,0,$390.00 ,,12-04-2012 00:00,
12688,Asset 12688,254,0,$612.00 ,,12-04-2012 00:00,
12689,Asset 12689,257,0,$123.00 ,,12-04-2012 00:00,
12690,Asset 12690,261,0,$731.00 ,,12-04-2012 00:00,
12691,Asset 12691,251,0,$948.00 ,,04-04-2012 00:00,
12692,Asset 12692,253,0,$156.00 ,,04-04-2012 00:00,
12693,Asset 12693,255,0,$785.00 ,,04-04-2012 00:00,
12694,Asset 12694,256,0,$107.00 ,,04-04-2012 00:00,
12695,Asset 12695,259,0,$893.00 ,,04-04-2012 00:00,
12696,Asset 12696,260,0,$323.00 ,,04-04-2012 00:00,
12697,Asset 12697,250,0,$11.00 ,,04-04-2012 00:00,
12698,Asset 12698,254,0,$844.00 ,,04-04-2012 00:00,
12699,Asset 12699,257,0,$485.00 ,,04-04-2012 00:00,
12700,Asset 12700,261,0,$304.00 ,,04-04-2012 00:00,
12701,Asset 12701,251,0,$409.00 ,,04-04-2012 00:00,
12702,Asset 12702,253,0,$381.00 ,,04-04-2012 00:00,
12703,Asset 12703,255,0,$280.00 ,,04-04-2012 00:00,
12704,Asset 12704,256,0,$773.00 ,,12-04-2012 00:00,
12705,Asset 12705,259,0,$269.00 ,,12-04-2012 00:00,
12706,Asset 12706,260,0,$551.00 ,,04-04-2012 00:00,
12707,Asset 12707,258,0,$756.00 ,,04-04-2012 00:00,
12708,Asset 12708,254,0,$339.00 ,,04-04-2012 00:00,
12709,Asset 12709,257,0,$256.00 ,,04-04-2012 00:00,
12710,Asset 12710,261,0,$693.00 ,,06-04-2012 00:00,
12711,Asset 12711,251,0,$547.00 ,,06-04-2012 00:00,
12712,Asset 12712,253,0,$491.00 ,,06-04-2012 00:00,
12713,Asset 12713,255,0,$432.00 ,,06-04-2012 00:00,
12714,Asset 12714,256,0,$207.00 ,,06-04-2012 00:00,
12715,Asset 12715,252,0,$730.00 ,,06-04-2012 00:00,
12716,Asset 12716,260,0,$544.00 ,,06-04-2012 00:00,
12717,Asset 12717,258,0,$54.00 ,,05-04-2012 00:00,
12718,Asset 12718,254,0,$289.00 ,,05-04-2012 00:00,
12719,Asset 12719,257,0,$833.00 ,,05-04-2012 00:00,
12720,Asset 12720,261,0,$53.00 ,,06-04-2012 00:00,
12721,Asset 12721,250,0,$35.00 ,,06-04-2012 00:00,
12722,Asset 12722,253,0,$17.00 ,,06-04-2012 00:00,
12723,Asset 12723,255,0,$522.00 ,,06-04-2012 00:00,
12724,Asset 12724,256,0,$407.00 ,,06-04-2012 00:00,
12725,Asset 12725,259,0,$672.00 ,,06-04-2012 00:00,
12726,Asset 12726,260,0,$499.00 ,,06-04-2012 00:00,
12727,Asset 12727,258,0,$636.00 ,,06-04-2012 00:00,
12728,Asset 12728,254,0,$707.00 ,,06-04-2012 00:00,
12729,Asset 12729,252,0,$181.00 ,,06-04-2012 00:00,
12730,Asset 12730,261,0,$144.00 ,,06-04-2012 00:00,
12731,Asset 12731,251,0,$931.00 ,,06-04-2012 00:00,
12732,Asset 12732,253,0,$647.00 ,,06-04-2012 00:00,
12733,Asset 12733,255,0,$980.00 ,,06-04-2012 00:00,
12734,Asset 12734,256,0,$860.00 ,,06-04-2012 00:00,
12735,Asset 12735,259,0,$230.00 ,,06-04-2012 00:00,
12736,Asset 12736,260,0,$348.00 ,,06-04-2012 00:00,
12737,Asset 12737,258,0,$825.00 ,,06-04-2012 00:00,
12738,Asset 12738,254,0,$130.00 ,,05-04-2012 00:00,
12739,Asset 12739,257,0,$806.00 ,,05-04-2012 00:00,
12740,Asset 12740,261,0,$880.00 ,,05-04-2012 00:00,
12741,Asset 12741,251,0,$378.00 ,,05-04-2012 00:00,
12742,Asset 12742,253,0,$342.00 ,,05-04-2012 00:00,
12743,Asset 12743,255,0,$57.00 ,,05-04-2012 00:00,
12744,Asset 12744,256,0,$789.00 ,,05-04-2012 00:00,
12745,Asset 12745,259,0,$48.00 ,,05-04-2012 00:00,
12746,Asset 12746,260,0,$905.00 ,,05-04-2012 00:00,
12747,Asset 12747,258,0,$279.00 ,,05-04-2012 00:00,
12748,Asset 12748,254,0,$154.00 ,,05-04-2012 00:00,
12749,Asset 12749,257,0,$773.00 ,,05-04-2012 00:00,
12750,Asset 12750,261,0,$885.00 ,,05-04-2012 00:00,
12751,Asset 12751,251,0,$805.00 ,,06-04-2012 00:00,
12752,Asset 12752,253,0,$408.00 ,,06-04-2012 00:00,
12753,Asset 12753,252,0,$855.00 ,,05-04-2012 00:00,
12754,Asset 12754,256,0,$966.00 ,,05-04-2012 00:00,
12755,Asset 12755,259,0,$455.00 ,,05-04-2012 00:00,
12756,Asset 12756,260,0,$441.00 ,,05-04-2012 00:00,
12757,Asset 12757,258,0,$67.00 ,,16-04-2012 00:00,
12758,Asset 12758,254,0,$380.00 ,,16-04-2012 00:00,
12759,Asset 12759,257,0,$191.00 ,,16-04-2012 00:00,
12760,Asset 12760,261,0,$243.00 ,,16-04-2012 00:00,
12761,Asset 12761,251,0,$249.00 ,,16-04-2012 00:00,
12762,Asset 12762,253,0,$915.00 ,,16-04-2012 00:00,
12763,Asset 12763,255,0,$891.00 ,,16-04-2012 00:00,
12764,Asset 12764,252,0,$335.00 ,,16-04-2012 00:00,
12765,Asset 12765,259,0,$339.00 ,,16-04-2012 00:00,
12766,Asset 12766,260,0,$632.00 ,,06-04-2012 00:00,
12767,Asset 12767,258,0,$349.00 ,,06-04-2012 00:00,
12768,Asset 12768,250,0,$430.00 ,,06-04-2012 00:00,
12769,Asset 12769,257,0,$623.00 ,,06-04-2012 00:00,
12770,Asset 12770,261,0,$583.00 ,,06-04-2012 00:00,
12771,Asset 12771,251,0,$391.00 ,,06-04-2012 00:00,
12772,Asset 12772,253,0,$846.00 ,,16-04-2012 00:00,
12773,Asset 12773,255,0,$228.00 ,,16-04-2012 00:00,
12774,Asset 12774,256,0,$230.00 ,,16-04-2012 00:00,
12775,Asset 12775,259,0,$217.00 ,,16-04-2012 00:00,
12776,Asset 12776,260,0,$187.00 ,,16-04-2012 00:00,
12777,Asset 12777,258,0,$962.00 ,,16-04-2012 00:00,
12778,Asset 12778,254,0,$657.00 ,,16-04-2012 00:00,
12779,Asset 12779,257,0,$887.00 ,,16-04-2012 00:00,
12780,Asset 12780,261,0,$894.00 ,,16-04-2012 00:00,
12781,Asset 12781,251,0,$112.00 ,,16-04-2012 00:00,
12782,Asset 12782,253,0,$693.00 ,,16-04-2012 00:00,
12783,Asset 12783,255,0,$169.00 ,,16-04-2012 00:00,
12784,Asset 12784,256,0,$272.00 ,,16-04-2012 00:00,
12785,Asset 12785,259,0,$705.00 ,,16-04-2012 00:00,
12786,Asset 12786,250,0,$275.00 ,,16-04-2012 00:00,
12787,Asset 12787,258,0,$400.00 ,,16-04-2012 00:00,
12788,Asset 12788,254,0,$389.00 ,,16-04-2012 00:00,
12789,Asset 12789,259,0,$662.00 ,,06-04-2012 00:00,
12790,Asset 12790,260,0,$401.00 ,,06-04-2012 00:00,
12791,Asset 12791,258,0,$437.00 ,,06-04-2012 00:00,
12792,Asset 12792,254,0,$358.00 ,,06-04-2012 00:00,
12793,Asset 12793,257,0,$738.00 ,,06-04-2012 00:00,
12794,Asset 12794,261,0,$165.00 ,,06-04-2012 00:00,
12795,Asset 12795,251,0,$121.00 ,,06-04-2012 00:00,
12796,Asset 12796,253,0,$344.00 ,,06-04-2012 00:00,
12797,Asset 12797,255,0,$125.00 ,,06-04-2012 00:00,
12798,Asset 12798,256,0,$423.00 ,,06-04-2012 00:00,
12799,Asset 12799,259,0,$149.00 ,,06-04-2012 00:00,
12800,Asset 12800,260,0,$551.00 ,,06-04-2012 00:00,
12801,Asset 12801,250,0,$521.00 ,,06-04-2012 00:00,
12802,Asset 12802,254,0,$792.00 ,,16-04-2012 00:00,
12803,Asset 12803,257,0,$981.00 ,,16-04-2012 00:00,
12804,Asset 12804,261,0,$707.00 ,,06-04-2012 00:00,
12805,Asset 12805,251,0,$237.00 ,,06-04-2012 00:00,
12806,Asset 12806,253,0,$8.00 ,,06-04-2012 00:00,
12807,Asset 12807,255,0,$312.00 ,,06-04-2012 00:00,
12808,Asset 12808,256,0,$149.00 ,,08-04-2012 00:00,
12809,Asset 12809,259,0,$495.00 ,,08-04-2012 00:00,
12810,Asset 12810,260,0,$566.00 ,,08-04-2012 00:00,
12811,Asset 12811,258,0,$552.00 ,,08-04-2012 00:00,
12812,Asset 12812,254,0,$569.00 ,,07-04-2012 00:00,
12813,Asset 12813,257,0,$45.00 ,,07-04-2012 00:00,
12814,Asset 12814,261,0,$331.00 ,,07-04-2012 00:00,
12815,Asset 12815,251,0,$421.00 ,,08-04-2012 00:00,
12816,Asset 12816,253,0,$111.00 ,,08-04-2012 00:00,
12817,Asset 12817,255,0,$980.00 ,,08-04-2012 00:00,
12818,Asset 12818,256,0,$479.00 ,,08-04-2012 00:00,
12819,Asset 12819,252,0,$949.00 ,,08-04-2012 00:00,
12820,Asset 12820,260,0,$852.00 ,,08-04-2012 00:00,
12821,Asset 12821,258,0,$244.00 ,,08-04-2012 00:00,
12822,Asset 12822,254,0,$573.00 ,,08-04-2012 00:00,
12823,Asset 12823,257,0,$128.00 ,,07-04-2012 00:00,
12824,Asset 12824,261,0,$444.00 ,,07-04-2012 00:00,
12825,Asset 12825,250,0,$350.00 ,,07-04-2012 00:00,
12826,Asset 12826,253,0,$347.00 ,,07-04-2012 00:00,
12827,Asset 12827,255,0,$411.00 ,,07-04-2012 00:00,
12828,Asset 12828,256,0,$634.00 ,,07-04-2012 00:00,
12829,Asset 12829,259,0,$682.00 ,,07-04-2012 00:00,
12830,Asset 12830,260,0,$655.00 ,,07-04-2012 00:00,
12831,Asset 12831,258,0,$411.00 ,,07-04-2012 00:00,
12832,Asset 12832,254,0,$758.00 ,,07-04-2012 00:00,
12833,Asset 12833,252,0,$744.00 ,,07-04-2012 00:00,
12834,Asset 12834,261,0,$613.00 ,,08-04-2012 00:00,
12835,Asset 12835,251,0,$865.00 ,,07-04-2012 00:00,
12836,Asset 12836,253,0,$528.00 ,,07-04-2012 00:00,
12837,Asset 12837,255,0,$767.00 ,,07-04-2012 00:00,
12838,Asset 12838,256,0,$346.00 ,,07-04-2012 00:00,
12839,Asset 12839,259,0,$766.00 ,,10-04-2012 00:00,
12840,Asset 12840,260,0,$648.00 ,,10-04-2012 00:00,
12841,Asset 12841,258,0,$10.00 ,,10-04-2012 00:00,
12842,Asset 12842,254,0,$216.00 ,,10-04-2012 00:00,
12843,Asset 12843,257,0,$414.00 ,,10-04-2012 00:00,
12844,Asset 12844,261,0,$703.00 ,,10-04-2012 00:00,
12845,Asset 12845,251,0,$679.00 ,,10-04-2012 00:00,
12846,Asset 12846,253,0,$742.00 ,,08-04-2012 00:00,
12847,Asset 12847,255,0,$491.00 ,,08-04-2012 00:00,
12848,Asset 12848,256,0,$878.00 ,,08-04-2012 00:00,
12849,Asset 12849,259,0,$440.00 ,,08-04-2012 00:00,
12850,Asset 12850,260,0,$842.00 ,,08-04-2012 00:00,
12851,Asset 12851,258,0,$70.00 ,,10-04-2012 00:00,
12852,Asset 12852,254,0,$576.00 ,,10-04-2012 00:00,
12853,Asset 12853,257,0,$592.00 ,,10-04-2012 00:00,
12854,Asset 12854,261,0,$320.00 ,,10-04-2012 00:00,
12855,Asset 12855,251,0,$498.00 ,,10-04-2012 00:00,
12856,Asset 12856,253,0,$916.00 ,,10-04-2012 00:00,
12857,Asset 12857,252,0,$653.00 ,,10-04-2012 00:00,
